titulo,sinopse,direcao,ano,duracao,uf,link_filme,link_base,codigo,obs,fonte,cartaz,raspagem
Índios no Brasil. 8. Filhos da Terra,"Como os índios se relacionam com os seus territórios ancestrais? O uso sustentável dos recursos da natureza é um conceito milenar das populações indígenas. Agora, ingressando na economia de mercado, muitos povos desenvolvem experiências de desenvolvimento sustentável com a exploração não predatória dos recursos da floresta, inspirada na filosofia dos seus antepassados.",Vincent Carelli,2000,18,Amazon,http://vimeo.com/15683134,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2372,2372,,Site Vídeo nas Aldeias (videonasaldeias.org.br),,29/08/2023 12:16:03
Índios no Brasil. 9.Do Outro Lado do Céu,"A religiosidade e o sentido místico da cultura indígena, tendo como referência as tribos Yanomami (RR), Pankararu (PE) e Maxacali (MG). No caso da tribo Maxacali, o índio José Ferreira discorre sobre o conceito de religiosidade para a sua etnia.  Acreditam em seres espirituais bons, que vivem acima do céu, e ruins, que vagam pela terra. Os bons protegem os índios da tribo e exterminam doenças. Os xamãs da tribo Yanomami, verdadeiros “médicos espirituais” tratam da relação do mundo dos homens e com as forças da natureza. Também são mostradas as festas realizadas pela tribo Pankararu, onde os índios invocam os espíritos encantados que os protegem.",Vincent Carelli,2000,18,"Minas Gerais, Piauí, Roraim",http://vimeo.com/15684356,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2373,2373,,Site Vídeo nas Aldeias (videonasaldeias.org.br),,29/08/2023 12:16:03
Índios no Brasil.5. Uma Outra História,"O Brasil foi descoberto ou invadido? O filme de Humberto Mauro de 1940 dá a sua versão sobre o Descobrimento do Brasil. Mas os índios são unânimes em afirmar que o país foi invadido porque eles já estavam aqui. Dependendo do ponto de vista de cada um, existem várias versões da história do Brasil, e aqui os índios contam as suas. A cartilha de história das escolas indígenas do Acre, por exemplo, divide a história do Brasil em quatro períodos: o tempo das malocas, antes da chegada de Cabral; o tempo das correrias, quando os índios foram caçados à bala para a ocupação dos seus territórios; o tempo do cativeiro, quando eles foram usados como mão de obra escrava no corte de seringa; e finalmente o tempo dos direitos, quando finalmente conquistaram o direito à terra e à sua cultura própria.",Vincent Carelli,2000,17,,http://vimeo.com/15678998,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2374,2374,,Site Vídeo nas Aldeias (videonasaldeias.org.br),,29/08/2023 12:16:03
Babilônia 2000,"Na manhã do último dia de 1999, uma equipe de cinema sobe o morro da Babilônia, no Rio de Janeiro. Nele existem duas favelas - Chapéu Mangueira e Babilônia. Estas são as únicas favelas situadas na orla de Copacabana, onde, à meia-noite, uma multidão de cerca de um milhão de pessoas se reúne para assistir à queima de fogos de artifício e festejar o réveillon. Durante 12 horas, cinco câmeras digitais, espalhadas pelo morro, registram os preparativos para a festa. Os moradores das favelas fazem um balanço de suas vidas e expressam suas expectativas para o ano 2000.",Eduardo Coutinho,2000,80,Rio de Janeiro,https://www.youtube.com/watch?v=rvBKl6Pz784,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2823,2823,,Cinemateca Brasileira (http://cinemateca.gov.br/),,29/08/2023 12:16:04
Barra 68,"Documentário sobre os acontecimentos políticos que, na década de 60, tiveram lugar em Brasíllia, atingindo primeiro a sua Universidade e depois o Congresso Nacionall, cul ando com a promulgação do AI-5. Essa tragetória é resgatada através da urdidura de depoimentos, casos e histórias mesclados às raras imagens e sons que ficaram e perfazem, de uma época, uma memória imperfeita, mas sempre verdadeira.",Vladimir Carvalho,2000,80,Distrito Federal,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2404,2404,,Site Curtagora (curtagora.com),,29/08/2023 12:16:04
Bósnia,O cotidiano sob os escombros de uma guerra que marcou o final do século 20.,Sílvio Tendler,2000,,,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/4066,4066,,Caliban Produções Cinematográficas (http://www.caliban.com.br/filmes/bosnia.html),,29/08/2023 12:16:04
Brennand – de ovo omnia,"O artista pernambucano expõe as idéias, que regem seu trabalho, uma atividade contínua e dedicada que já dura trinta anos.",Liz Donovan,2000,15,Pernambuc,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1366,1366,,"Livro Documentário Nordestino: mapeamento, história e anál",,29/08/2023 12:16:04
Caboclos da Festa do Divino,"As festas espetaculares para o Divino Espírito Santo são o tema do documentário. Para realizar o vídeo, as equipes do IRDEB/TVE percorreram 4100 km, fazendo gravações das festas do Divino em Salvador, Andaraí, Jacobina e Carinhada. Nessa última cidade, lo",Josias Pires,2000,30,Bahi,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1220,1220,,"Livro Documentário Nordestino: mapeamento, história e anál",,29/08/2023 12:16:05
Caretas e Zambiapunga,"O mundo de mistério e espanto dos caretas e do Zambiapunga é o tema do documentário. Careta é o nome dado à máscara e, por extensão, ao mascarado que participa do Carnaval e de outras festas populares da Bahia. Zambiapunga é um grupo de caretas que faz co",Josias Pires,2000,30,Bahi,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1221,1221,,"Livro Documentário Nordestino: mapeamento, história e anál",,29/08/2023 12:16:05
Carmela Gross,"Passeio testemunhal pela cidade de São Paulo, durante o qual Carmela Gross nos fala de seu processo de criação.",Luiz Duva,2000,27,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1421,1421,,Site Curtagora (curtagora.com),,29/08/2023 12:16:06
Carrego Comigo ,Carrego Comigo é um filme documentário que investiga o universo dos irmãos gêmeos em suas várias facetas: da aclamação despertada e das brincadeiras de trocas de personagens na infância até a difícil luta pela individualização e a grande vontade de se diferenciar um do outro na idade adulta.,Chico Teixeira,2000,63,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/467,467,,Catálogo do Festival Internacional de Documentários É Tudo Ver,,29/08/2023 12:16:06
"CASA GRANDE & SENZALA - 2º episódio: A Cunhã, mãe da família brasileira","O segundo episódio da série investiga a matriz indígena na formação do povo brasileiro, de acordo com a obra de Gilberto Freyre. O professor Edson Nery da Fonseca trata da relação dos índios com os colonizadores.",Nelson Pereira dos Santos,2000,52,,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/4819,4819,,Catálogo do Festival É Tudo Verdade 2019: http://etudoverdade.com.br/br/filme/46413-CASA-GRANDE-amp-SENZALA-2o.-episodioA-Cunhamae-da-familia-brasileir,,29/08/2023 12:16:06
"CASA GRANDE & SENZALA - 3º episódio: O português, colonizador dos trópicos","No terceiro capítulo, a série enfoca o lado português na mestiçagem que resultou no Brasil. O professor Edson Nery da Fonseca comenta, a partir da perspectiva de Gilberto Freyre, como seu deu a interação entre os colonizadores e os brasileiros.",Nelson Pereira dos Santos,2000,52,,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/4820,4820,,Catálogo do Festival É Tudo Verdade 2019: http://etudoverdade.com.br/br/filme/46414-CASA-GRANDE-amp-SENZALA-3o.-episodio-O-portuguescolonizador-dos-tropic,,29/08/2023 12:16:07
CASA GRANDE & SENZALA - 4º episódio: O escravo e o negro na vida sexual e da família brasileira,O episódio final da série aborda como o sociólogo tratou das origens negras na história da cultura brasileira e da influência das relações com os escravos na vida sexual e nas relações familiares.,Nelson Pereira dos Santos,2000,52,,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/4821,4821,,Catálogo do Festival É Tudo Verdade 2019,,29/08/2023 12:16:07
Casarões de São Luiz - glória e decadência,(não disponível),Eleuzina Carvalho,2000,8,Maranhã,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/710,710,,"Livro Documentário Nordestino: mapeamento, história e anál",,29/08/2023 12:16:07
Cânticos do fogo,,Elisa Cabral,2000,5,Paraíb,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/726,726,,"Livro Documentário Nordestino: mapeamento, história e anál",,29/08/2023 12:16:08
Cemitério de Elefantes,"Documentário sobre um ator (Kaio César) orientado por um diretor (Zé Carlos Machado) a sair a rua para construir sua personagem, observando mendigos e bêbados.",Rodrigo Lorenzetti,2000,27,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2093,2093,,Site Curtagora (curtagora.com),,29/08/2023 12:16:08
"Chantecler, a dama da noite","Um dancing de luxo que centralizou a boemia dos anos 50 em Recife, marcando gerações de prostitutas e boêmios.",Mariângela Galvão,2000,45,Pernambuc,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1588,1588,,"Livro Documentário Nordestino: mapeamento, história e anál",,29/08/2023 12:16:08
Chegança de Mouros,"Registra uma manifestação da cultura popular inspirada na saga marítima portuguesa e nas lutas medievais travadas pelos europeus contra árabes, turcos e mouros. As ""Cheganças de Mouros"" são encenadas, principalmente, por pescadores que representam marujos",Josias Pires,2000,30,Bahi,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1222,1222,,"Livro Documentário Nordestino: mapeamento, história e anál",,29/08/2023 12:16:09
Chico do Barro,A vida difícil de um artista que começa fazendo teatro de mamulengos e termina como mendigo nas ruas de Fortaleza.,Otávio Pedro,2000,15,Ceará,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1851,1851,,"Livro Documentário Nordestino: mapeamento, história e anál",,29/08/2023 12:16:09
Cidade da mãe de Deus,(não disponível),Jório Nerthal,2000,18,Ceará,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1182,1182,,"Livro Documentário Nordestino: mapeamento, história e anál",,29/08/2023 12:16:10
Cildo Meireles: Gramática do Objeto,"Vídeo experimental com roteiro do historiador e crítico de arte Frederico Morais, o qual apresenta uma revisão dos trabalhos de Cildo Meireles, desde a década de 70, revelando os processos e operações envolvidos na construção de seus objetos de arte. Produzido para fazer parte do projeto museográfico da exposição Investigações: o trabalho do artista, no Itaú Cultural/SP (2000), o vídeo é uma narrativa visual e textual ancorada numa trilha sonora que nos impulsiona à percepção da ação propositora deste artista que vem atualizando e determinando a legitimidade dos impulsos críticos associados a Duchamp.",Luiz Felipe Sá,2000,15,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1427,1427,,Site Arte na Escola (artenaescola.org.br),,29/08/2023 12:16:10
Cobrecos,"Cobrecos é um vídeo-documentário sobre o VI Congresso Brasileiro dos Estudantes de Comunicação Social, que aconteceu em janeiro de 1999 na UFRJ, com a participação de estudantes de todo o Brasil.",Diana Iliescu,2000,9,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/609,609,,Site Curtagora (curtagora.com),,29/08/2023 12:16:10
Comunidades Circences,Documentário sobre a vida dos artistas circenses.,Cláudio Maneja Jr.,2000,36,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/495,495,,Site Curtagora (curtagora.com),,29/08/2023 12:16:10
Croma o que?,(não disponível),José Araripe Jr.,2000,6,Bahi,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1188,1188,,"Livro Documentário Nordestino: mapeamento, história e anál",,29/08/2023 12:16:11
De Sol em Sol,"No centro de São Paulo as esquinas transformam-se em palcos improvisados, cujas vedetes são os músicos que se apresentam diariamente.",Giselle Cota,2000,19,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2116,2116,,Site Curtagora (curtagora.com),,29/08/2023 12:16:11
Diz que fui por aí,"A linha que guia o trabalho, reúne estas imagens em blocos: Shows, Zé Kéti e amigos, Zé Kéti no Carnaval e Homenagens. São 12  minutos em palcos, bastidores, rodas de samba, em momentos únicos com D. Ivone Lara, Walter Alfaiate, Monarco, Delcio Carvalho, Sérgio Cabral, Paulinho da Viola, Zé Renato, Nelson Pereira dos Santos, Guilherme de Brito, Nelson Sargento, entre muitos outros que de muitas formas compartilharam a vida com Zé Kéti.",Renata Cholbi,2000,12,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2001,2001,,Site Curtagora (curtagora.com),,29/08/2023 12:16:11
Donzela,(não disponível),Íris Coldibelli,2000,7,Maranhã,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1024,1024,,"Livro Documentário Nordestino: mapeamento, história e anál",,29/08/2023 12:16:12
EDUCAÇÃO E CIDADANIA,"Através do cotidiano de um Colégio, os alunos e educadores vão revelando a importância da educação na formação de um cidadão.",Douglas Machado,2000,30,Piauí,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/633,633,,"Livro Documentário Nordestino: mapeamento, história e anál",,29/08/2023 12:16:12
En memoria de los pájaros,"Um mapa da Argentina, imagens de família e da infância. O ano é 1976, a ditadura militar é instaurada no país quando a autora tinha cinco anos de idade. Em dois quadros, revezam-se memórias do passado e militares nas ruas. Depoimentos sobre medo, tortura e crueldade se alternam no vídeo.",Gabriela Golder,2000,18,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/883,883,,Site Curtagora (curtagora.com),,29/08/2023 12:16:13
Entre marés,(não disponível),Elisa Cabral,2000,5,Paraíb,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/729,729,,"Livro Documentário Nordestino: mapeamento, história e anál",,29/08/2023 12:16:13
Entre serras e águas,"Vídeo sobre projeto regional de desenvolvimento sustentável no estado de São Paulo (Secretaria do Meio Ambiente de São Paulo), veiculado em TV Aberta.",Oscar Motta Mello,2000,10,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1847,1847,,Site Curtagora (curtagora.com),,29/08/2023 12:16:13
Evandro Jardim: caderno de gravuras,"O documentário traz Evandro Jardim em seu ateliê no bairro paulista de Santo Amaro, sua fala sobre sua produção artística intercalada com a voz em off da narradora. No primeiro, dos três blocos, o desenho de observação aparece como registro de imagens, espécie de referência visual e indicações para sua gravura em metal, explicada por ele. O documentário segue com uma visão histórica sobre a gravura em metal e seu processo de impressão é mostrado pelo artista, que comenta as diferenças existentes entre a linha na gravura e a linha do desenho, e fala sobre seu modo particular de ver a cidade onde sempre viveu. O último bloco focaliza as diferenças entre água-tinta e água-forte, os temas do artista, retomados em séries e a sua sensível pesquisa do traço, do sulco e da luz.",Maria Ester Rabello,2000,23,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1564,1564,,Site Arte na Escola (artenaescola.org.br),,29/08/2023 12:16:14
Festa do Divino - Tradição de Fé,"Festa do Divino - Tradição de Fé é um documentário sobre a festa mais popular do litoral catarinense, que mostra suas raízes e a forma como esta tradição vem se desenvolvendo nos Açores e na Ilha de Santa Catarina.",Zeca Pires,2000,23,Santa Catarin,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2451,2451,,Site Curtagora (curtagora.com),,29/08/2023 12:16:14
Filme da família,"Este documentário foi co-realizado por integrantes de uma mesma família que não tinham nenhuma experiência de realização em cinema. O desafio é lançado a cada um dos participantes, que se aventuram a contar uma história.",Maya Pinsky,2000,13,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1645,1645,,Site Curtagora (curtagora.com),,29/08/2023 12:16:14
Floreados do repique,Os territórios sonoros do Rio de Janeiro durante o carnaval. A mistura do samba com o hip-hop.,Gabriela Greeb,2000,21,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/886,886,,Site Curtagora (curtagora.com),,29/08/2023 12:16:15
Folia de Reis,"Documentário acerca das tradições do Norte Fluminense e suas manifestações musicais: calango, jongo e folia de reis.",Maurício Mulim,2000,23,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1638,1638,,Site Curtagora (curtagora.com),,29/08/2023 12:16:15
Gilbertianas,"Tramas e retramas do universo de Gilberto Freire, sua trajetória de vida e teoria. O Manifesto Regionalista, Casa Grande & Senzala, Sobrados e Mocambos, Ordem e Progresso, entre outros, são alguns dos temas abordados.",Ricardo Miranda,2000,112,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2051,2051,,Catálogo do Festival Internacional de Documentários É Tudo Ver,,29/08/2023 12:16:15
História da arte dos bonequeiros,"O documentário mostra a semelhante motivação que impulsiona artistas do Brasil ( Pernambuco – Zona da Mata ) e de Portugal ( região do Alentejo ) a trabalharem com títeres, bonecos, mamulengos. Durante 15 minutos, depoimentos dos dois países se intercalam",Rose Maria,2000,14,Pernambuc,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2118,2118,,"Livro Documentário Nordestino: mapeamento, história e anál",,29/08/2023 12:16:16
História da Nova Luzitânia,"Este trabalho fala da aventura atlântica dos portugueses e o início da colonização de Pernambuco. A capitania, que tinha a capital da época, Olinda, chamada nas cartas do donatário – Duarte Coelho – como Nova Luzitânia, é analisada por historiadores e pe",Rose Maria,2000,15,Pernambuc,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2119,2119,,"Livro Documentário Nordestino: mapeamento, história e anál",,29/08/2023 12:16:16
História da riqueza do barro,"O trabalho remonta a origem histórica da produção do barro, Desde as civilizações pré-históricas e egípcias até os dias atuais. Mostra o quanto há semelhança entre a produção artesanal de bonecos de barro em Brasil e em Portugal. Tanto em Caruaru, agreste",Rose Maria,2000,15,Pernambuc,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2120,2120,,"Livro Documentário Nordestino: mapeamento, história e anál",,29/08/2023 12:16:17
História dos bonecos e dos gigantes,"Revelamos através de depoimentos de historiadores, que desde a antiguidade, figuras gigantes se apresentam nas ruas da Europa, somando arte e mística no imaginário popular. Portugal tem a produção de ""gigantones"" concentrada em Viana do Castelo, norte do",Rose Maria,2000,15,Pernambuc,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2121,2121,,"Livro Documentário Nordestino: mapeamento, história e anál",,29/08/2023 12:16:17
Humor com Gosto de Pasquim,"Segundo documentário comemorando os 30 anos do inovador e contestador jornaleco O Pasquim. Deixando a narrativa somente na boca dos protagonistas, como se fosse num bate-papo descontraído de boteco, o diretor deu abertura para que eles revelassem detalhes surpreendentes - e mesmo chocantes - até então desconhecidos da trajetória conturbada dessa publicação tão influente. No total restaram duas horas, divididas em dois episódios, de relatos que traçam a história da irreverência e da genialidade brasileira diante do poder e da repressão e as raízes da nova safra do humor brasileiro. Baixando a guarda: Millôr, Ziraldo, Jaguar, Claudius, Sérgio Cabral, Chico Caruso, Reinaldo e Hubert, Jô Soares, Angeli entre tantos outros.",Louis Chilson,2000,52,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1368,1368,,Site Curtagora (curtagora.com),,29/08/2023 12:16:17
Internos,O trabalho artístico de presos do complexo Carandirú como forma de ressocialização.,Luciana Rocha,2000,17,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1383,1383,,Site Curtagora (curtagora.com),,29/08/2023 12:16:18
Ismael e Scarpino,Os últimos anos do compositor Ismael Silva narrada pela fotográfo e amigo Clóvis Scarpino.,Alexandre Ribeiro de Carvalho,2000,10,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/79,79,,Site Curtagora (curtagora.com),,29/08/2023 12:16:18
Ismael Nery - as cores da alma,Uma viagem pela obra de Ismael Ney.,Maria Ester Rabello,2000,30,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2146,2146,,Site Curtagora (curtagora.com),,29/08/2023 12:16:18
João Carriço - o amigo do povo,"O vídeo retrata a vida e obra de João Gonçalves Carriço (1886-1959), um dos pioneiros de cinema  mineiro, produziu cine-jornais e documentários durante as décadas de 30, 40 e 50. De Vargas a Juscelino, todas as figuras importantes da vida nacional do período estão no registro da empresa Carriço Film, empresa que configurou um 'ciclo de cinema' em Juiz de Fora (MG). Sua filmografia está sendo restaurada pela Cinemateca de São Paulo. O documentário se baseou na tese de Mestrado de Martha Sirimarco intitulada 'Cinejornalismo & Populismo - Ciclo da Carriço Film em Juiz de Fora', UFRJ, 1980.",Martha Sirimarco,2000,17,Minas Gerai,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1626,1626,,Site Curtagora (curtagora.com),,29/08/2023 12:16:18
Kariri Xocó,(não disponível),Saulo Coelho,2000,25,Sergi,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2158,2158,,"Livro Documentário Nordestino: mapeamento, história e anál",,29/08/2023 12:16:19
Koellreutter e a música transparente,Documentário sobre a obra do maestro Koellreutter.,Cacá Vicalvi,2000,60,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/361,361,,Site Curtagora (curtagora.com),,29/08/2023 12:16:19
Lencóis de Cururupu,(não disponível),Nilce Ribeiro,2000,8,Maranhã,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1821,1821,,"Livro Documentário Nordestino: mapeamento, história e anál",,29/08/2023 12:16:20
Lutas de cristãos e mouros,"Registra as festas de ""Cristãos e Mouros"" de Caravelas e Nova Viçosa, no extremo sul da Bahia, cerca de mil quilômetros de Salvador. Trata-se de uma recriação brasileira das festas européias que lembram a guerra contra árabes, turcos e mouros. Também nest",Josias Pires,2000,30,Bahi,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1223,1223,,"Livro Documentário Nordestino: mapeamento, história e anál",,29/08/2023 12:16:20
Mais um dia,(não disponível),Aline Lucena,2000,2,Pernambuc,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/96,96,,"Livro Documentário Nordestino: mapeamento, história e anál",,29/08/2023 12:16:20
Malagrida ,"Vida, obra e paixão do jesuíta Gabriel Malagrida. Nascido na Itália em 1689, foi o responsável pelo início de uma tradição de catolicismo rústico no Nordeste brasileiro, tornando-se conhecido como ""O Taumaturgo do Brasil"". Vários milagres foram atribuídos a ele, que foi perseguido e morto, em Lisboa, por ordens do Marquês de Pombal em 1761.",Renato Barbieri,2000,73,Distrito Federal,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2008,2008,,Catálogo do Festival Internacional de Documentários É Tudo Ver,,29/08/2023 12:16:21
Maldito - o estranho mundo de José Mojica Marins,"A vida e a carreira de José Mojica Marins, o cineasta que criou o personagem Zé do Caixão. Sua originalíssima trajetória é apresentada pela articulação de entrevistas exclusivas, fotos antigas e trechos de filmes - inclusive cenas consideradas perdidas há décadas. Como nunca antes, revelam-se seus problemas com a censura, o álcool e as aranhas.",André Barcinski,2000,66,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/172,172,,Catálogo do Festival Internacional de Documentários É Tudo Ver,,29/08/2023 12:16:21
Mastros sagrados e profanos,"Um grupo de homens vai até uma floresta próxima da área urbana, derruba uma grande árvore, arrasta o tronco até a praça da cidade, transforma esse tronco num mastro, finca no topo  a  bandeira do santo padroeiro e ergue esse mastro diante da Igreja.",Josias Pires,2000,29,Bahi,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1224,1224,,"Livro Documentário Nordestino: mapeamento, história e anál",,29/08/2023 12:16:21
Merréis,"Numa noite no Rio de Janeiro, três personagens vivenciam o mundo real com uma câmera de vídeo nas mãos. O que segue é uma série de acontecimentos surreais.",Leandro HBL,2000,10,Minas Gerai,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1326,1326,,Site Curtagora (curtagora.com),,29/08/2023 12:16:22
Minha favela é cidadã,(não disponível),Gwenolé Livinic,2000,26,Ceará,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/951,951,,"Livro Documentário Nordestino: mapeamento, história e anál",,29/08/2023 12:16:22
Morte anunciada,(não disponível),Rita Miranda,2000,6,Maranhã,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2061,2061,,"Livro Documentário Nordestino: mapeamento, história e anál",,29/08/2023 12:16:22
"Moyngo, o sonho de Maragareum","Durante uma oficina de vídeo, a comunidade Ikpeng resolve encenar o mito de origem do cerimonial de tatuagem das crianças. O herói mítico Maragareum sonha com a morte coletiva dos habitantes da aldeia do seu compadre Eptxum. Ao chegar nesta aldeia, ele en",Kanaré Ikpeng,2000,42,Pernambuc,http://www.youtube.com/watch?v=J9cWm5FI2pE,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1312,1312,,"Livro Documentário Nordestino: mapeamento, história e anál",,29/08/2023 12:16:23
Não deu tempo,"A relação do fotógrafo José Albano com o tempo, desvendada por seus retratos e pelas pessoas retratadas.",Tibico Brasil,2000,12,Ceará,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2303,2303,,"Livro Documentário Nordestino: mapeamento, história e anál",,29/08/2023 12:16:23
No tempo das chuvas,Crônica do cotidiano da comunidade Ashaninka no estação das chuvas a partir dos registros realizados durante a oficina na aldeia do rio Amônia no Estado do Acre. A cumplicidade entre os realizadores e os Ashaninka faz o filme ir além da mera descrição das,Isaac Pinhanta,2000,38,Pernambuc,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1030,1030,,"Livro Documentário Nordestino: mapeamento, história e anál",,29/08/2023 12:16:24
Nuno Ramos: Acidente Geográfico,A pulsão poética que norteia este vídeo é explicitada a partir de dois conceitos formulados pelo crítico de arte Marcio Doctors.,Éder Santos,2000,18,Minas Gerai,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/642,642,,Site Curtagora (curtagora.com),,29/08/2023 12:16:24
"O Aleijadinho: Paixão, Glória e Suplício","""Antonio Francisco Lisboa, o Aleijadinho, tornou-se artista famoso com suas esculturas dos Profetas e igrejas inteiras de Ouro Preto e outras cidades brasileiras durante o século XVIII, mas a lepra destruiu seus dedos, mãos, braços e tirou sua vida. Um professor e historiador procura pela nora viva de Aleijadinho, falecido em 1814"". (ALSN/DFB-LM)",Geraldo Santos Pereira,2000,100,Minas Gerai,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/3165,3165,,Cinemateca Brasileira (http://cinemateca.gov.br); Complete Index to World Film (http://www.citwf.com/),,29/08/2023 12:16:24
O artesão da luz,"O último fotógrafo lambe-lambe de Natal no final da década de 90. José Pereira, um paraibano que trabalhou vários anos no bairro da ribeira fazendo fotos para documentos em frente ao Ministério do Trabalho. O vídeo mostra sua luta em resistir aos minilabs e às câmeras Polaroid, que eram a tecnologia de ponta da década. Ele acreditava que o filme preto e branco iria ainda retornar e ficar um bom tempo no mercado, mas já sentia que seu trabalho estava cada vez mais sendo esquecido pelo povo.",Adrovando de Oliveira,2000,15,Rio Grande do N,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/34,34,,"Livro Documentário Nordestino: mapeamento, história e anál",,29/08/2023 12:16:25
O Corpo Sem Orgãos,"Performance de body art do artista californiano Ron Athey, realizada na vidéotheque de Paris.",Gabriela Greeb,2000,13,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/887,887,,Site Curtagora (curtagora.com),,29/08/2023 12:16:25
O Fim de Sem Fim,"Documentário sobre o desaparecimento de certos ofícios e profissões no Brasil. Rodado em 16mm, S-8 e DV em dez estados do país, o filme é um mergulho na inventividade e resistência do brasileiro diante das mudanças tecnológicas e culturais. Tal como na realidade encontrada, ficção, sonho e lucidez se mesclam ao registro documental.",Beto Magalhães,2000,93,Minas Gerai,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1370,1370,,Catálogo do Festival Internacional de Documentários É Tudo Ver,,29/08/2023 12:16:25
O mocó,(não disponível),Rose Panet,2000,8,Maranhã,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2125,2125,,"Livro Documentário Nordestino: mapeamento, história e anál",,29/08/2023 12:16:26
O que sobra da sociedade de consumo,(não disponível),José Francisco Alves,2000,3,Sergi,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1194,1194,,"Livro Documentário Nordestino: mapeamento, história e anál",,29/08/2023 12:16:26
O Rap do pequeno príncipe contra as almas sebosas,"Flagrantes do cotidiano de Recife, painel da vida urbana. Um rapper e um justiceiro acusado de matar 65 bandidos são os guias.",Marcelo Luna,2000,75,"Pernambuco, Rio de Janei",,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1891,1891,,"Livro Documentário Nordestino: mapeamento, história e anál",,29/08/2023 12:16:26
